	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5	day30_rep2_tbx5	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
LOC105372977	1	8	1	0	0	1
LINC01638	176	18	95	87	2	69
LINC02554	8	1	11	6	10	4
LOC105372979	0	0	0	1	2	0
LOC102724900	2	3	4	5	1	1
LOC105372980	0	0	0	0	0	0
LOC105372981	2	0	11	30	0	2
LOC124905098	0	2	0	1	0	0
LOC124905097	0	1	5	4	1	0
MN1	4399	999	3321	7305	705	1307
LOC107985529	2	7	3	1	5	1
PITPNB	2817	3504	2477	2795	3506	4163
TTC28-AS1	218	668	281	627	275	419
MIR3199-1	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0
TTC28	1463	1470	3230	2961	2095	2906
LOC124905171	0	0	0	0	0	0
MIR5739	0	0	0	1	1	0
LOC101929594	8	15	6	10	9	12
CHEK2	259	273	344	342	410	587
HSCB	341	1162	393	433	386	535
CCDC117	1288	2612	1197	1173	1341	1575
XBP1	4853	18916	4412	6002	2262	4435
LOC107985549	12	36	15	27	12	19
ZNRF3	599	810	860	1207	788	930
ZNRF3-AS1	2	4	0	1	5	3
C22orf31	2	6	1	1	1	4
KREMEN1	270	858	1067	2406	1037	1761
LOC101929638	22	51	57	56	12	26
EMID1	121	55	297	487	85	192
LOC124905099	0	1	2	2	0	3
LOC105372985	0	0	0	0	1	0
RHBDD3	1098	3141	1390	1994	1035	1224
EWSR1	5857	6940	5777	6117	7914	8149
GAS2L1	1543	982	1992	2867	438	662
RASL10A	33	12	88	172	102	82
AP1B1	3070	4726	4182	4426	2237	3197
SNORD125	12	10	4	6	6	3
RFPL1	3	3	2	2	2	1
LOC102723305	2	0	0	0	0	1
RFPL1S	4	7	30	51	12	25
LOC107985541	17	7	16	19	5	12
NEFH	131	81	508	518	70	329
THOC5	1302	1371	1520	1916	1277	1346
NIPSNAP1	2633	1636	4995	5954	2791	3120
NF2	1851	3732	2469	3075	1376	2135
CABP7	3	28	14	10	84	10
ZMAT5	317	627	322	487	673	467
UQCR10	1676	3341	2259	4199	4127	3485
ASCC2	2147	3360	2503	2104	1756	1988
MTMR3	1574	3710	2547	2477	2397	3029
MIR6818	0	0	0	0	0	0
HORMAD2-AS1	3	8	2	0	1	6
HORMAD2	1	3	0	0	4	4
LOC105372988	0	0	1	0	0	0
LIF-AS1	1	1	2	1	9	0
LIF	1024	1050	380	180	167	788
LIF-AS2	1	0	0	0	1	0
OSM	1	9	5	2	4	5
CASTOR1	359	265	666	640	185	349
TBC1D10A	1456	1627	1934	1315	469	996
SF3A1	2487	5407	2874	3387	3393	3818
CCDC157	102	121	100	126	112	104
KIAA1656	44	39	36	61	60	42
RNF215	641	394	735	1165	374	622
SEC14L2	537	317	242	401	189	502
MTFP1	836	832	313	661	255	271
LOC105372990	5	5	0	2	0	0
SEC14L3	4	8	1	1	2	1
LOC105372991	0	4	0	0	1	0
SDC4P	0	0	0	0	0	0
LOC107985579	0	0	0	0	1	0
SEC14L4	0	5	0	0	1	2
SEC14L6	4	14	4	1	10	3
GAL3ST1	77	28	84	47	19	8
PES1	3283	7892	2491	2943	2013	2694
TCN2	202	105	202	373	96	176
SLC35E4	160	483	266	716	203	255
DUSP18	106	123	127	185	103	89
OSBP2	93	310	1521	3167	696	728
MIR3200	2	1	0	0	0	0
LOC105372994	0	0	0	2	0	0
LOC107985544	15	53	30	38	38	21
MORC2-AS1	4	7	5	5	7	0
MORC2	2181	2409	2089	2360	1373	1437
TUG1	6570	8444	8145	7753	6912	8642
SMTN	2723	1881	2745	3556	1040	2076
SELENOM	2438	3091	3316	4158	683	2276
LOC105372995	2	2	13	53	44	38
LOC124905100	0	0	0	6	1	4
INPP5J	137	177	446	910	458	507
PLA2G3	11	4	27	78	12	7
MIR3928	0	0	0	0	0	0
RNF185	1462	3665	1878	2145	1612	1942
LIMK2	2949	1647	2997	3743	868	3031
PIK3IP1	457	184	1175	1160	557	706
LOC105372997	3	4	2	3	3	3
PATZ1	1341	1215	1531	2628	1521	1352
PIK3IP1-DT	8	6	4	11	4	7
LINC01521	335	142	707	966	544	532
DRG1	2109	2977	1838	2382	3184	2710
EIF4ENIF1	1010	1189	1139	1440	1408	1418
SFI1	244	206	403	701	304	319
PISD	1662	3362	1392	1542	877	1239
MIR7109	0	0	0	0	0	0
PRR14L	1560	1282	1536	1279	1190	1481
DEPDC5	423	408	422	588	421	361
LOC105372998	2	7	6	3	4	4
LOC124905102	0	0	0	0	0	0
YWHAH-AS1	8	6	14	16	19	13
YWHAH	5353	3409	3088	4787	4407	4903
LOC124900477	27	17	11	24	4	6
LOC124905158	2	3	3	0	0	1
LINC02558	1	1	0	0	1	0
SLC5A1	42	137	549	896	2446	1362
LOC105373000	0	0	0	2	2	3
AP1B1P1	0	0	1	0	1	0
C22orf42	2	3	0	0	5	0
RFPL2	1	6	8	6	7	4
SLC5A4-AS1	14	34	88	112	51	47
SLC5A4	12	8	7	7	1	5
LOC107985561	7	7	2	4	2	2
RFPL3	0	5	0	0	1	0
RFPL3S	0	21	2	0	1	3
LOC339666	11	99	11	3	17	17
RTCB	3106	4754	2840	3087	3659	3750
BPIFC	5	12	0	0	8	6
FBXO7	2383	3265	2521	3288	2987	2960
SYN3	9	13	34	4	96	5
LOC124905103	2	17	0	3	4	0
SYN3-AS1	1	3	0	0	4	0
LOC107985545	0	5	1	0	0	0
LOC105373002	0	8	0	0	0	0
TIMP3	8087	1714	7310	11936	7372	7063
LOC124905104	10	4	5	17	19	18
LARGE1	1002	441	1300	1698	3184	2602
LINC01640	1	4	0	0	1	0
LOC124905107	0	1	0	0	0	0
LOC124905105	0	0	0	0	0	0
LOC124905106	0	0	0	0	0	1
MIR4764	1	0	0	0	0	0
LOC105373007	1	0	0	0	0	0
SNORA50B	0	0	0	0	0	0
LARGE-AS1	0	0	3	1	3	4
LARGE1-AS1	1	0	1	0	1	1
LINC01643	0	0	0	0	1	0
LL22NC03-13G6.2	0	2	0	1	2	0
LOC124905108	0	0	0	0	0	0
LOC105373012	0	0	0	0	0	0
LOC105373013	1	1	3	0	1	1
LINC02885	1	0	0	1	2	0
LOC105373014	1	0	2	0	3	1
LOC124905109	2	0	1	2	0	0
LOC105373015	1	1	0	0	2	0
ISX	22	3	247	79	0	0
LOC124905110	0	2	3	1	0	0
LINC01399	0	0	0	0	0	0
LOC105373017	6	11	6	8	23	23
HMGXB4	877	596	774	861	954	1164
TOM1	1039	2263	2110	3351	1870	2753
MIR3909	0	3	0	0	0	0
MIR6069	0	3	1	0	0	1
HMOX1	384	417	157	164	38	280
MCM5	972	304	1234	2490	1727	1511
RASD2	13	19	78	385	378	994
LOC107985590	0	4	5	15	13	13
MB	35	92	1115	3896	2238	4273
LOC284912	0	0	0	1	0	2
APOL6	18	23	52	57	23	165
APOL5	1	8	5	3	2	1
RBFOX2	9755	8917	14150	14765	11144	13173
APOL3	6	8	9	36	2	34
APOL4	4	10	22	19	117	489
APOL2	630	856	1180	1540	1343	1945
APOL1	11	18	15	20	10	35
MYH9	87834	40464	60351	48742	14553	31495
MIR6819	6	0	2	0	0	1
MYH9-DT	24	19	46	65	62	74
LOC124905111	3	9	0	6	10	2
TXN2	1741	2150	2023	3251	1995	2306
FOXRED2	309	304	829	1121	550	812
LOC105373020	0	0	0	1	0	1
EIF3D	3763	9345	3943	5180	6486	5831
CACNG2	2	14	0	0	30	2
CACNG2-DT	7	6	18	25	13	13
LOC124905112	2	3	1	0	1	1
IFT27	311	469	809	1540	549	670
PVALB	5	2	22	5	2	2
NCF4-AS1	0	0	0	0	0	0
NCF4	1	3	0	0	0	0
LOC105373022	1	2	0	0	1	0
CSF2RB	13	12	33	10	0	1
LOC105373023	0	0	0	0	0	0
LOC124900478	0	0	0	0	0	3
LL22NC01-81G9.3	1	3	0	0	0	0
TEX33	1	1	0	1	0	0
TST	646	368	1246	1218	605	703
MPST	2365	1218	3532	4540	1214	1707
LOC112268295	7	11	4	4	5	2
KCTD17	1310	1718	2007	2622	933	1280
TMPRSS6	98	48	77	18	5	8
LOC124905113	3	2	1	0	3	2
IL2RB	34	36	67	35	2	36
C1QTNF6	998	454	1342	1879	152	767
SSTR3	5	6	196	17	7	21
RAC2	77	88	115	39	4	114
LOC107985576	4	6	2	0	1	0
CYTH4	7	0	5	4	0	0
LOC105373024	0	0	0	0	0	0
ELFN2	101	26	600	320	79	152
LOC100506271	0	2	0	0	0	0
LOC124905114	0	0	2	0	0	0
MFNG	22	15	18	9	20	6
CARD10	1063	2063	529	544	250	410
CDC42EP1	4991	3659	4067	4857	563	3820
LGALS2	81	50	91	53	4	58
GGA1	1228	1132	1874	2578	1404	1629
SH3BP1	320	282	209	331	91	180
PDXP-DT	3	3	4	4	2	3
PDXP	1029	851	1119	2043	1540	1104
LGALS1	5123	2391	7200	15760	1714	9163
NOL12	633	751	471	593	629	510
TRIOBP	6595	3165	5915	9678	4274	6089
LOC124905115	11	8	19	9	2	8
LOC102724378	12	15	11	14	15	22
LOC124905159	0	0	0	1	2	2
H1-0	4793	5595	2849	6679	10087	7618
GCAT	379	238	1419	1576	492	741
GALR3	2	4	9	8	2	10
ANKRD54	729	1191	867	1229	808	785
MIR658	0	0	0	0	0	0
MIR659	4	1	0	4	5	2
EIF3L	4131	5463	8660	11281	9029	9666
MICALL1	4210	3944	2776	3322	1581	2116
C22orf23	591	1191	923	877	480	657
POLR2F	1302	2176	1378	2153	1385	1254
MIR6820	2	4	0	5	5	2
SOX10	3	2	5	11	1	5
MIR4534	0	0	1	1	0	1
PICK1	778	1151	1383	1926	902	1067
SLC16A8	22	20	98	163	40	48
LOC105373027	1	6	28	31	13	14
BAIAP2L2	30	37	154	188	32	52
PLA2G6	115	274	522	826	233	274
MAFF	1454	6027	237	401	441	913
TMEM184B	4563	3941	6620	7486	1816	2993
SNORA92	17	8	21	39	17	28
TPTEP2-CSNK1E	4	10	18	32	19	18
CSNK1E	74	119	3	118	35	92
TPTEP2	0	1	5	8	5	7
LOC105373030	1	5	3	2	3	0
LOC101927183	0	1	0	0	0	1
KCNJ4	65	57	380	1135	799	642
LOC105373029	0	0	5	1	1	2
LOC124905116	0	0	1	0	1	2
KDELR3	1766	1274	2876	2152	390	2021
DDX17	12538	17872	18293	19179	16138	19633
DMC1	10	7	9	9	98	106
LOC105373031	0	1	1	6	4	7
FAM227A	63	44	250	249	217	188
CBY1	538	530	965	1375	877	982
TOMM22-DT	31	76	85	179	111	111
TOMM22	2047	3877	1603	2394	2119	2108
JOSD1	2434	4120	1744	2127	1375	1931
GTPBP1	1971	5429	3214	4471	3834	3798
SUN2	2086	1248	1041	2489	708	1092
DNAL4	364	623	646	1218	449	523
NPTXR	810	701	3657	8439	1664	2748
CBX6	2724	7261	5777	10811	5260	7179
LOC105373032	2	11	22	25	21	22
APOBEC3A	1	2	0	1	0	0
LOC105373033	0	0	1	1	0	1
LOC124905118	0	1	1	0	4	0
APOBEC3B	76	27	55	38	115	109
APOBEC3B-AS1	0	0	0	0	0	0
APOBEC3C	1141	1407	1846	2039	1503	2460
APOBEC3D	59	38	40	43	20	34
APOBEC3F	244	519	372	451	259	441
LOC107985563	0	1	0	0	1	1
APOBEC3G	55	83	58	78	41	71
LOC101927202	0	0	0	0	0	0
APOBEC3H	1	5	4	2	6	3
CBX7	164	215	417	1125	437	627
PDGFB	1608	135	354	724	98	90
LOC124905119	2	2	0	1	0	0
RPL3	32760	17596	58189	83188	35204	42478
SNORD83B	20	20	13	14	9	10
SNORD83A	14	29	11	19	7	8
SNORD139	14	29	24	34	8	9
SNORD43	10	33	10	19	3	5
SYNGR1	804	858	1851	3981	1034	1088
TAB1	826	728	1683	2847	1741	1806
LOC100506472	47	25	55	128	129	89
MGAT3	2169	1173	2335	3155	1860	1169
MGAT3-AS1	9	0	7	16	8	3
MIEF1	1962	4109	2249	2536	1640	2188
LOC105373035	0	0	2	3	3	4
MIURF	0	0	0	0	0	0
ATF4	13276	22226	11754	14922	14691	17098
RPS19BP1	1638	5473	1276	1818	2120	1790
LOC124905120	0	0	0	1	0	0
CACNA1I	7	11	30	298	17	5
ENTHD1	1	2	0	0	1	0
GRAP2	7	4	12	67	2	3
TMA7B	2	7	0	5	3	4
LOC124905155	0	0	0	0	0	0
FAM83F	144	350	68	20	4	1
TNRC6B-DT	0	10	13	10	12	13
TNRC6B	1575	3115	2743	2682	2297	2515
LOC124905121	1	1	0	2	2	3
ADSL	2261	1296	2098	2911	3188	2613
SGSM3	2200	1827	3390	3992	2123	2424
MRTFA	3953	3524	2720	3574	1912	2610
MRTFA-AS1	6	1	2	3	2	5
LOC105373037	0	0	0	1	1	0
LOC124905122	3	0	0	0	1	2
LOC124905123	4	8	0	1	1	1
MCHR1	15	0	7	0	0	3
SLC25A17	785	1136	642	647	681	806
MIR4766	1	2	4	1	2	5
ST13	6743	12779	7635	8136	9734	11104
XPNPEP3	437	1118	838	918	896	915
DNAJB7	2	4	2	2	1	2
LOC124905124	2	1	1	1	1	0
LOC124905157	0	1	0	1	0	0
RBX1	2396	2244	1932	3558	4875	3380
SNORD140	2	0	1	0	2	0
MIR1281	13	27	3	29	0	3
EP300	2688	10108	3180	3199	3566	4356
EP300-AS1	4	11	9	15	10	19
L3MBTL2	529	1166	594	683	652	705
L3MBTL2-AS1	8	5	13	21	5	20
CHADL	2	8	7	12	19	10
RANGAP1	5093	7058	2849	3694	2888	3023
MIR6889	0	0	0	0	1	0
ZC3H7B	6590	7783	6238	7409	4033	6063
TEF	258	255	473	896	1050	1026
LOC100996598	3	3	12	14	7	6
LOC105373042	1	1	18	22	26	31
TOB2	2530	2944	2394	2444	1685	2845
LOC105373043	31	20	48	45	43	58
PHF5A	817	1505	520	706	992	826
ACO2	1764	3742	5052	8222	3740	4879
POLR3H	1689	760	1981	1743	607	986
LOC105373044	13	8	6	5	9	5
CSDC2	1979	496	947	1490	373	379
PMM1	1082	1098	1109	1768	1014	1113
DESI1	1516	1279	2120	2313	1584	1885
XRCC6	9617	12979	7302	8077	15846	13084
SNU13	2854	6080	2924	3800	4896	4108
LOC107985567	72	99	53	65	52	53
C22orf46P	538	583	797	640	668	749
MEI1	24	27	8	10	2	14
CCDC134	265	291	208	317	136	154
SREBF2-AS1	44	24	210	448	68	116
SREBF2	5958	4147	8185	15541	6994	6379
MIR33A	0	0	0	0	0	0
SHISA8	3	11	17	29	8	6
LOC124905125	0	3	2	10	4	2
TNFRSF13C	12	10	22	75	9	21
MIR378I	0	0	0	0	0	0
CENPM	176	64	111	222	227	158
SMIM45	10	16	10	18	7	4
SEPTIN3	66	25	301	442	1204	229
WBP2NL	2	3	0	0	4	5
NAGA	824	350	851	1245	373	651
LOC107985551	2	2	4	6	3	2
PHETA2	35	19	3	3	3	31
SMDT1	564	666	875	1804	1097	1290
NDUFA6	2114	3757	2783	4858	6279	4826
NDUFA6-DT	31	49	93	179	63	73
CYP2D6	18	34	73	100	32	40
CYP2D7	32	74	76	97	25	19
LOC105377203	2	10	7	4	6	8
TCF20	1449	2746	1597	1913	1358	1537
OGFRP1	1	4	7	10	1	4
LINC01315	11	20	17	15	45	15
LOC124905126	0	0	2	3	1	1
NFAM1	6	21	10	20	5	10
LOC101927344	4	6	3	11	8	7
SERHL	0	1	3	2	4	1
LOC101927372	14	28	95	240	18	21
RRP7A	1770	1837	1277	1653	1644	1846
LOC124900479	25	23	45	20	11	14
SERHL2	96	150	218	393	167	181
RRP7BP	272	233	413	636	339	343
POLDIP3	3338	5467	3471	4417	3510	3494
LOC124905127	3	7	15	26	2	9
RNU12	5	5	2	7	5	1
CYB5R3	5496	4276	11053	15813	6855	9100
ATP5MGL	2	3	1	2	2	5
A4GALT	156	316	929	2985	3631	4289
ARFGAP3	2256	7200	2207	2073	2440	3255
PACSIN2	4926	4533	4607	4297	2580	4236
LOC101927393	58	50	69	79	35	66
LOC124905128	0	2	4	2	1	3
TTLL1-AS1	6	1	22	20	12	11
TTLL1	106	44	333	552	378	313
BIK	99	141	97	239	499	385
MCAT	488	1073	619	789	652	768
TSPO	503	513	489	1125	782	1544
TTLL12	1535	1019	1668	2121	930	1153
SCUBE1	21	13	11	26	67	25
SCUBE1-AS2	0	0	0	0	1	0
LOC124905129	0	2	8	2	3	0
SCUBE1-AS1	1	1	1	0	3	0
LOC105373053	0	4	0	0	0	0
LINC01639	0	0	0	0	0	0
MPPED1	4	2	0	0	22	0
EFCAB6-AS1	0	0	0	0	0	2
EFCAB6	14	26	49	42	54	76
LOC101927474	0	0	0	0	1	0
LOC124905130	0	0	0	0	0	0
LOC105373058	11	3	20	13	19	18
SULT4A1	81	92	155	146	77	64
PNPLA5	2	4	0	0	1	1
PNPLA3	144	48	124	100	71	45
SAMM50	1731	2245	1909	2617	2066	2043
PARVB	239	198	180	271	418	322
LOC124905131	3	11	6	10	13	11
TRU-TCA2-1	0	1	0	0	0	1
PARVG	2	2	0	2	0	0
SHISAL1	377	59	591	1024	169	326
LOC101927499	0	0	1	0	0	0
LINC01656	1	4	1	0	2	0
RTL6	2182	2438	3009	3956	2759	2848
LOC105373059	0	1	0	0	0	2
LINC00207	1	1	10	48	7	4
LINC00229	0	0	0	0	0	0
LOC105373060	0	0	0	0	0	0
LOC124905132	18	21	34	27	5	12
PRR5	1560	597	2033	2297	571	783
PRR5-ARHGAP8	0	0	0	0	0	0
ARHGAP8	1	1	0	0	0	0
LOC105373062	11	3	14	7	3	4
LOC124905133	3	8	8	4	12	3
PHF21B	121	281	255	593	853	195
LOC101927551	3	3	9	4	5	2
NUP50-DT	113	116	124	262	144	109
NUP50	2602	2983	1444	1213	1759	1638
LOC105373064	26	23	23	26	15	21
KIAA0930	3508	3144	3394	3199	1089	1974
MIR1249	12	2	3	3	1	3
UPK3A	13	1	2	1	0	0
FAM118A	2129	1171	2192	2306	602	947
SMC1B	8	10	8	1	9	6
RIBC2	40	16	10	9	13	29
LOC107985537	0	0	0	0	0	1
LOC105373066	1	1	0	2	1	3
FBLN1	17433	8544	19754	14175	946	6564
LINC01589	2	1	4	1	1	3
LOC105373069	0	3	1	0	1	2
LOC105373067	0	0	0	0	0	0
LOC105373068	0	0	0	0	0	0
ATXN10	3349	2692	4313	4689	5741	5979
MIR4762	1	0	0	1	0	0
LOC105373071	15	15	68	109	36	30
LOC107985535	1	1	3	2	1	0
WNT7B	6	18	22	1	19	4
LOC730668	2	1	1	1	1	1
LOC124905134	17	12	29	41	22	26
LOC124905136	4	15	12	10	7	2
LINC00899	0	4	1	1	2	2
LOC124905135	6	2	47	45	11	11
PRR34	1	2	0	0	1	1
PRR34-AS1	0	0	0	0	0	2
LINC02939	3	1	3	13	4	7
MIRLET7BHG	0	0	0	0	0	0
LOC112268288	0	0	6	10	1	5
MIR3619	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0
LOC124905137	0	0	0	1	0	0
LOC124905138	0	7	12	10	2	10
PPARA	608	769	1024	1406	832	1364
LOC105373074	1	1	2	2	1	2
CDPF1	245	148	388	465	267	292
PKDREJ	10	8	30	51	24	40
TTC38	574	920	781	1052	706	833
GTSE1-DT	13	30	14	16	13	18
GTSE1	1225	442	428	729	732	533
TRMU	913	1307	833	1234	861	848
CELSR1	768	483	1858	3541	3198	2950
LOC105373075	2	0	8	16	31	54
GRAMD4	684	514	1593	2496	1366	1839
CERK	2124	1279	2813	5463	5106	5232
LOC105373077	30	10	27	83	56	49
TBC1D22A	859	934	1460	1506	879	1149
TBC1D22A-AS1	0	0	0	0	0	0
LOC105369161	6	12	19	21	5	22
LOC124905141	1	3	1	1	1	7
LOC124905139	0	0	0	0	0	0
LOC124905140	1	0	2	1	1	0
LOC339685	1	0	1	0	0	0
LINC01644	0	0	0	0	0	0
LINC00898	2	1	0	0	0	0
EPIC1	0	0	0	0	0	0
LOC124905150	0	1	0	0	0	0
LOC107985536	0	0	0	0	0	0
LOC107985581	0	0	0	0	0	0
MIR3201	0	1	0	0	0	0
LOC105373080	0	0	0	0	0	0
LOC105373081	0	0	0	0	0	0
LOC124905142	0	1	1	0	2	2
TAFA5	462	99	584	659	421	366
LOC284933	2	1	1	0	1	1
LOC124900480	28	113	12	10	32	45
MIR4535	0	0	0	0	0	0
LINC01310	1	2	1	1	1	2
NHIP	0	1	0	1	11	14
LOC105373086	0	0	0	0	0	0
LOC124905143	6	1	2	1	0	2
MIR3667HG	4	0	0	1	0	0
MIR3667	0	1	0	0	0	0
LOC124905144	0	0	0	0	0	1
LOC124905145	3	4	0	0	5	0
LOC124905146	2	1	0	2	2	14
BRD1	1979	5141	2379	2675	2126	2627
LOC105377205	2	2	1	0	1	0
LOC124905156	3	3	2	3	1	1
LOC105373091	0	1	0	1	0	0
ZBED4	2025	1789	1910	1713	1039	1413
LOC124905147	0	0	6	1	5	4
ALG12	1126	1569	1660	1974	583	909
CRELD2	1808	11023	2750	2224	547	1121
PIM3	1523	2779	1229	1545	782	1442
MIR6821	0	0	0	0	0	0
IL17REL	9	5	9	16	0	2
TTLL8	6	8	17	13	4	7
MLC1	62	9	75	175	69	17
MOV10L1	176	53	212	97	9	109
PANX2	201	268	419	466	149	316
TRABD	1510	1683	1383	2034	709	1079
LOC124905148	92	44	127	219	84	78
SELENOO	742	988	676	1360	890	829
SELENOO-AS1	276	502	427	594	198	265
TUBGCP6	1095	1723	2388	3665	1136	1530
HDAC10	713	1029	896	1211	449	594
MAPK12	1129	606	840	1180	663	759
MAPK11	396	260	544	471	272	271
PLXNB2	12945	17191	25372	28493	10992	17334
DENND6B	147	95	259	426	301	301
LOC105373096	5	3	10	10	2	9
PPP6R2	1816	1588	3534	4513	2123	2905
MIR12114	2	7	2	6	4	8
SBF1	4990	9345	6553	10068	4816	6061
ADM2	492	2389	1375	1421	17	665
MIOX	2	28	9	7	2	3
LMF2	3907	4387	4739	6277	1717	2762
NCAPH2	1583	1485	1164	2343	1798	1528
SCO2	16	9	13	10	3	9
TYMP	239	62	39	73	6	57
ODF3B	60	31	37	39	3	34
LOC102724608	1	1	0	0	1	1
KLHDC7B-DT	0	1	0	0	0	0
KLHDC7B	7	2	155	114	1	190
SYCE3	1	0	1	2	4	12
LOC107985568	0	1	5	5	5	1
CHKB-CPT1B	1	0	0	0	0	0
CPT1B	0	12	20	23	6	14
CHKB	2	1	0	5	3	1
CHKB-DT	20	8	52	58	55	40
MAPK8IP2	118	768	180	131	541	119
ARSA	781	476	1716	2398	534	820
LOC124905149	1	6	4	2	1	1
SHANK3	702	499	994	1551	461	661
LOC105373100	0	0	0	1	0	0
ACR	0	1	3	2	3	1
RPL23AP82	638	336	556	685	581	681
RABL2B	462	359	684	716	316	458
LOC102724751	0	1	14	17	0	1
LOC124905330	2	0	1	2	0	0
LOC102724151	0	0	2	2	0	0
LOC102724197	2	0	3	10	2	1
LOC105379548	4	1	1	2	3	1
LOC107987389	0	0	0	0	1	0
LOC107987392	18	54	5	7	39	11
RNA45SN4	188	321	212	1218	50	107
RNA18SN4	0	0	0	0	0	0
RNA5-8SN4	0	0	0	0	0	0
RNA28SN4	0	0	0	0	0	0
LOC105379549	55	218	30	21	173	36
LOC107987393	7	16	0	5	38	9
LOC124905331	629	1094	154	3531	96	249
PLCXD1	737	727	916	1449	810	899
GTPBP6	1442	1533	1254	2228	1144	1609
LINC00685	130	35	156	150	60	79
PPP2R3B	932	695	1844	5021	3342	2795
LOC102724521	15	16	10	8	8	7
SHOX	4	27	1	1	11	1
CRLF2	2	12	1	0	2	0
CSF2RA	25	22	49	35	8	17
LOC124905238	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0
IL3RA	27	66	123	223	89	116
LOC101928032	84	196	423	927	378	319
SLC25A6	13520	6650	21948	36623	6941	13241
LOC124900597	68	59	156	152	45	111
LINC00106	6	6	9	7	6	4
ASMTL-AS1	68	45	154	145	59	91
ASMTL	754	681	1413	1711	603	875
P2RY8	0	1	0	0	1	1
AKAP17A	2737	15639	3415	3967	1718	2417
ASMT	1	5	4	6	3	7
LINC02968	3	7	19	7	1	2
LOC105379413	3	3	6	5	4	3
LOC107985677	3	14	2	1	2	4
DHRSX	444	661	473	799	327	412
LOC124905239	2	1	2	6	1	4
ZBED1	1461	624	1528	2254	626	1066
LOC101928092	10	34	144	708	27	9
MIR6089	0	0	0	0	0	0
CD99P1	63	274	61	90	31	60
LINC00102	2	1	3	6	1	0
CD99	12022	8698	10510	17534	3733	5928
XG	3	2	1	3	1	3
GYG2	875	364	1581	1627	540	1045
ARSD	283	410	723	1158	684	746
ARSD-AS1	0	0	0	0	0	0
ARSL	275	96	217	184	26	84
ARSH	3	1	4	55	5	4
ARSF	4	2	12	7	3	5
LINC01546	0	1	0	0	0	1
MXRA5	593	37	9222	8350	589	4127
SNORA48B	0	0	0	0	0	3
PRKX	389	411	486	393	492	491
PRKX-AS1	2	3	0	0	3	1
LOC389906	399	358	334	444	422	433
LOC124900487	162	96	181	171	165	247
TRI-GAT1-1	2	4	0	3	0	0
FAM239A	250	108	173	210	67	119
TRI-GAT1-2	0	0	0	0	0	0
FAM239B	2	0	3	4	2	0
TRI-GAT1-3	0	0	0	0	0	0
FAM239C	0	0	0	0	0	0
LOC101928201	0	0	0	0	1	0
LOC124900497	0	0	0	0	0	0
LINC03070	0	0	0	0	1	0
NLGN4X	58	73	140	154	263	124
LOC105373156	1	2	3	3	6	4
MIR4770	0	0	0	0	0	0
VCX3A	0	2	0	2	1	3
LOC124905240	0	2	0	1	2	1
PUDP	570	711	667	651	1087	1013
LOC107987331	0	0	0	0	0	0
STS	273	232	401	234	362	618
MIR4767	0	0	0	0	0	0
LOC124905241	0	0	0	0	0	0
VCX	1	0	4	9	1	0
PNPLA4	260	430	371	565	627	698
LOC107985675	42	43	70	103	60	93
MIR651	0	0	0	0	0	0
VCX2	0	0	0	0	0	0
LOC107985676	0	0	0	2	0	0
VCX3B	1	1	0	0	0	3
LOC107985715	138	26	586	204	5	167
ANOS1	4548	925	6451	6192	1035	1991
FAM9A	2	0	0	1	0	0
LOC105373125	0	0	0	0	0	0
FAM9B	0	3	0	0	1	1
LOC124905242	0	0	0	0	0	0
LOC107985634	0	0	0	0	0	0
TBL1X	1142	432	918	956	808	872
GPR143	62	21	58	39	31	20
LOC105373126	1	0	0	5	7	3
SHROOM2	1710	1507	895	745	780	766
CLDN34	1	0	0	1	1	1
WWC3	1753	1081	1441	2629	1584	1813
CLCN4	681	428	891	1325	693	782
MID1	1714	809	2508	1987	2393	2206
LOC124905245	8	3	6	4	3	6
LOC124905244	0	0	0	0	0	0
LOC124905243	4	2	4	2	0	2
HCCS	1059	2321	1027	1354	1658	1670
ARHGAP6	955	403	484	595	561	474
AMELX	0	0	0	0	0	0
MIR548AX	0	0	0	0	0	0
LOC124905246	0	0	0	1	0	0
LOC105373131	0	0	0	0	0	0
LOC124905247	7	4	18	18	7	10
MSL3	751	950	809	808	862	826
FRMPD4	53	19	357	168	25	30
FRMPD4-AS1	0	0	1	0	0	0
PRPS2	247	142	189	207	200	222
TLR7	4	3	2	6	3	4
TLR8-AS1	2	0	0	0	0	0
TLR8	1	0	0	0	0	0
TMSB4X	34063	20958	16417	19488	12474	16496
FAM9C	0	0	0	0	2	0
LOC105373133	0	1	0	0	0	0
LOC105373134	0	0	0	0	2	0
LINC02154	8	6	1	2	0	10
GS1-600G8.3	0	1	0	0	0	1
ATXN3L	0	0	0	0	0	0
LINC01203	0	1	0	0	0	0
LOC124905248	1	0	2	1	1	0
EGFL6	843	104	3450	203	8	268
MIR6086	0	0	0	0	0	0
LOC107985657	0	0	2	2	1	3
TCEANC	35	36	87	74	88	92
LOC107985656	1	2	5	6	4	10
RAB9A	655	773	528	483	818	1075
